timeStamp,blockReward
1694410067,0.005728945588572479
1694410079,0.010412607766730903
1694410091,0.027063391959379684
1694410103,0.09574203939614427
1694410115,0.018272296845943948
1694410127,0.041564476365478644
1694410139,0.020818890713522298
1694410151,0.033526572592312048
1694410163,0.020803620099298856
1694410175,0.013216361905467488
1694410187,0.011451920795864459
1694410199,0.014551329208047597
1694410211,0.056250544488168042
1694410235,0.011824472152818682
1694410247,0.128384168036647063
1694410259,0.119187826339877928
1694410271,0.088355865554032245
1694410283,0.009806977087469484
1694410295,0.063600927236064444
1694410307,0.0045763307740115
1694410319,0.025547009853444055
1694410331,0.05667414712840748
1694410343,0.01343846002834556
1694410355,0.027330054249990997
1694410367,0.009724247066014007
1694410379,0.01866640203458711
1694410391,0.020114703835873602
1694410403,0.022769760409451339
1694410415,0.012485981480535721
1694410427,0.008959449661943936
1694410439,0.04352576354839839
1694410451,0.012088168082212185
1694410463,0.009729533749794244
1694410475,0.030334409923360735
1694410487,0.014428357267245761
1694410499,0.008940790214286921
1694410511,0.035801501826364543
1694410523,0.006382688879664861
1694410535,0.04293759389613747
1694410547,0.020986463593810402
1694410559,0.028072359661789767
1694410571,0.023157193578902239
1694410583,0.008770426235619795
1694410595,0.030514038392634254
1694410607,0.004064985053585095
1694410619,0.113748504203778781
1694410631,0.027766571966973496
1694410643,0.05521644683864349
1694410655,0.004530675065601155
1694410667,0.043248014856106873
1694410679,0.010299883516902383
1694410691,0.026766917296580014
1694410703,0.017646877683354237
1694410715,0.008556002021126777
1694410727,0.035721963718429075
1694410739,0.014134989472776138
1694410751,0.039885015158124237
1694410763,0.020182138125032046
1694410775,0.036798070679919236
1694410787,0.024380835235807988
1694410799,0.008960540183280012
1694410811,0.015413577681683784
1694410823,0.041021546640535384
1694410835,0.069740968854948991
1694410847,0.052792643490287311
1694410859,0.030936261955072992
1694410871,0.115025027520527589
1694410883,0.036882802838143897
1694410895,0.024745607771639963
1694410907,0.0473416390857413
1694410919,0.039255970436115419
1694410931,0.016471868208144344
1694410943,0.011202488463649824
1694410955,0.03607540901840024
1694410967,0.02654767709829242
1694410979,0.011004528546934235
1694410991,0.045487365917627916
1694411003,0.133223530023236954
1694411015,0.023346156022968528
1694411027,0.095991591994027257
1694411039,0.137144949076493634
1694411051,0.052791192885525276
1694411063,0.009365236333142009
1694411075,0.047974530267368272
1694411087,0.006500797775207591
1694411099,0.043179330403762739
1694411111,0.023709306999319574
1694411123,0.008475205171268781
1694411135,0.007886911520912022
1694411147,0.023692167043617535
1694411159,0.036229909361549704
1694411171,0.081837711084654792
1694411183,0.005806026576444621
1694411195,0.037548859746085211
1694411207,0.016273481447678983
1694411219,0.013452642022824953
1694411231,0.027446130715838038
1694411243,0.01476943733555298
1694411255,0.030528001826072328
1694411267,0.023672961216311137
1694411279,0.024037008668886695
1694411291,0.019752411842416862
1694411303,0.068942970125425297
1694411315,0.013976846382638918
1694411327,0.007868944207470479
1694411339,0.029030432859512445
1694411351,0.028723745210778068
1694411363,0.004436748596324964
1694411375,0.005131342801577082
1694411387,0.110712030654555659
1694411399,0.025440943679336589
1694411411,0.011943486509158025
1694411423,0.01694777828597074
1694411435,0.005132189836384955
1694411447,0.033863878052693257
1694411459,0.028457012677376142
1694411471,0.016101930665656257
1694411483,0.016277757172640593
1694411495,0.026890337925143789
1694411507,0.051743004916773341
1694411519,0.013399726865978253
1694411531,0.022359419614885277
1694411543,0.015174377530994905
1694411555,0.031343450869245014
1694411567,0.046747540472867907
1694411579,0.010345634036345564
1694411591,0.010440607432997017
1694411603,0.025423184219827159
1694411615,0.025983980095713702
1694411627,0.02624341086382656
1694411639,0.04597349028464056
1694411651,0.037056209378898939
1694411675,0.039470082147465115
1694411687,0.024071134621085388
1694411699,0.025908052756769841
1694411711,0.030558997695409929
1694411723,0.005795400855189873
1694411735,0.016910244632816845
1694411747,0.035263445068773879
1694411759,0.015794326048248747
1694411771,0.026196848690102595
1694411783,0.013452506033058678
1694411795,0.044700837003658207
1694411807,0.006953154661803911
1694411819,0.013650458537285437
1694411831,0.035796938279924131
1694411843,0.005511401145097093
1694411855,0.040986531207434633
1694411867,0.026356864751087572
1694411879,0.014688883951623718
1694411891,0.013530086737458715
1694411903,0.01100867502835467
1694411915,0.014071954736806759
1694411927,0.032627000485962925
1694411939,0.006853233617149446
1694411951,0.049307313062018766
1694411963,0.031636341256580111
1694411975,0.019572716399200958
1694411987,0.033624880801503105
1694411999,0.029435400445357093
1694412011,0.06141280438295571
1694412023,0.009321368649772322
1694412035,0.011932307510794212
1694412047,0.01488059484904415
1694412059,0.018323166940586529
1694412071,0.018588584428287558
1694412083,0.016323767610080964
1694412095,0.041024983956966754
1694412107,0.038647386434213269
1694412119,0.025971612269205522
1694412131,0.04485845455268997
1694412143,0.033633814914315015
1694412155,0.021857371567603577
1694412167,0.079048217064825547
1694412179,0.017580987837987368
1694412191,0.031407647961010789
1694412203,0.02934201497391815
1694412215,0.027256571087580612
1694412227,0.014727593209190999
1694412239,0.036058965181651912
1694412251,0.008696707752097648
1694412263,0.024624967259447255
1694412275,0.031848361061574807
1694412287,0.033139158776560847
1694412299,0.048016431590480291
1694412311,0.031426101917142878
1694412323,0.018591170457964964
1694412335,0.006265726428482741
1694412347,0.022412799170903119
1694412359,0.025371254572266904
1694412371,0.047745182390972132
1694412383,0.035279444504816602
1694412395,0.018833971753038541
1694412407,0.018068303492352804
1694412419,0.033257169931538551
1694412431,0.021076128715805504
1694412443,0.019901346209808744
1694412455,0.03611284469630494
1694412467,0.043555291688892779
1694412479,0.008549644741011599
1694412491,0.073670226968181342
1694412503,0.039432107122913854
1694412515,0.018028955485586108
1694412527,0.021853682824351973
1694412539,0.01387732292614127
1694412551,0.019659584959307215
1694412563,0.017497563348836701
1694412575,0.038344575332394057
1694412587,0.011605918204284797
1694412599,0.105252572413911083
1694412611,0.040088313810317493
1694412623,0.013911706576994705
1694412635,0.258419999517410092
1694412647,0.297979169773769629
1694412659,0.025316938590927811
1694412671,0.052438281980861631
1694412683,0.028556297798404101
1694412695,0.052049930331926099
1694412707,0.030410227878541012
1694412719,0.019819173603508804
1694412731,0.038928166388385637
1694412743,0.026347235309189898
1694412755,0.067390200971146553
1694412767,0.017817348480453765
1694412779,0.019899965395301077
1694412791,0.041817449890804882
1694412803,0.007196886647009511
