timeStamp,blockReward
1694412815,0.023414200566604742
1694412827,0.01982247375326601
1694412839,0.016713667876110213
1694412851,0.036418183737964372
1694412863,0.011030017541868644
1694412875,0.038223476398331705
1694412887,0.040787105724116704
1694412899,0.012185464881822831
1694412911,0.032404513003638912
1694412923,0.051320335539737275
1694412935,0.019681153010680941
1694412947,0.002989012075469336
1694412959,0.030825010925873349
1694412971,0.018518543009461791
1694412983,0.014697511021920847
1694412995,0.063868497475012472
1694413007,0.025781209852795148
1694413019,0.05012098679443476
1694413031,0.016483579912833717
1694413043,0.024240150102166098
1694413055,0.014231731583392942
1694413067,0.016817326104259574
1694413079,0.013949046564019145
1694413091,0.053322429210729632
1694413103,0.043694508204916288
1694413115,0.026820718659298257
1694413127,0.029658419223361787
1694413139,0.033561622478913644
1694413151,0.028275869604834345
1694413163,0.027957184430480583
1694413175,0.030760990345161208
1694413187,0.021080018176597002
1694413199,0.036846151935421256
1694413211,0.011933689305300004
1694413223,0.012968269516531285
1694413235,0.042243571858797972
1694413247,0.011613602844494051
1694413259,0.035802899732246377
1694413271,0.01697601739675272
1694413283,0.026573450325641328
1694413295,0.023342750314110239
1694413307,0.026096546883691932
1694413319,0.030919836343802977
1694413331,0.02371764224113886
1694413343,0.016213487333427648
1694413355,0.061333716564456475
1694413367,0.015369595050613338
1694413379,0.035222425294560063
1694413391,0.015754110482871736
1694413403,0.006060540375167817
1694413415,0.03785490863667017
1694413427,0.031410606423157045
1694413439,0.039422986752594487
1694413451,0.027697829919965927
1694413463,0.005315737748588235
1694413475,0.028277535780121964
1694413487,0.01929664291646757
1694413499,0.025099355743732081
1694413511,0.035845929677849154
1694413523,0.019535282864609837
1694413535,0.008443639641008407
1694413547,0.027919611004595938
1694413559,0.0112243281597304
1694413571,0.014741618419234769
1694413583,0.045781308785892347
1694413595,0.022441721087564539
1694413607,0.019717979053109093
1694413619,0.016178752929504348
1694413631,0.015200449588869801
1694413643,0.022199313685935308
1694413655,0.021408542395564649
1694413667,0.04373317744426797
1694413679,0.015615897101808978
